"diff"	"lwr"	"upr"	"p adj"
"LC3-LP6"	-0.847703941903402	-1.37741079012052	-0.317997093686285	1.77932494487276e-05
"LC6-LP6"	-0.0586103050045512	-0.554105690368631	0.436885080359528	0.999999999828748
"HC3-LP6"	-0.964263681996605	-1.55649394237692	-0.372033421616286	1.16015496388622e-05
"HC6-LP6"	-0.101448175077679	-0.657009404424114	0.454113054268757	0.999999825044207
"HP6-HP3"	0.746070506169572	0.223026902421368	1.26911410991778	0.000234833359899822
"LC3-HP3"	-0.00321641433946107	-0.558777643685897	0.552344815006975	1
"LC6-HP3"	0.78587722255939	0.262833618811185	1.30892082630759	7.75029008679429e-05
"HC3-HP3"	-0.119776154432664	-0.735239894887738	0.49568758602241	0.999999534611041
"HC6-HP3"	0.743039352486262	0.162774573219302	1.32330413175322	0.00176632652688535
"LC3-HP6"	-0.749286920509034	-1.24478230587311	-0.253791535144954	6.71399592495625e-05
"LC6-HP6"	0.0398067163898173	-0.418932870724794	0.498546303504428	0.99999999999914
"HC3-HP6"	-0.865846660602236	-1.42768561722515	-0.304007703979321	4.36286932710139e-05
"HC6-HP6"	-0.00303115368331008	-0.526074757431515	0.520012450064895	1
"LC6-LC3"	0.789093636898851	0.293598251534771	1.28458902226293	2.00408887047754e-05
"HC3-LC3"	-0.116559740093203	-0.708790000473521	0.475670520287116	0.999999447464198
"HC6-LC3"	0.746255766825723	0.190694537479288	1.30181699617216	0.000755916413235247
"HC3-LC6"	-0.905653376992054	-1.46749233361497	-0.343814420369139	1.48934551960078e-05
"HC6-LC6"	-0.0428378700731273	-0.565881473821332	0.480205733675077	1
"HC6-HC3"	0.862815506918926	0.247351766463852	1.478279247374	0.000333040150806485
